Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Posco,South Korea,KOR,Steel,Yes,large,KR7005490008,6693233,01/09/2017,14/09/2017,Not Aligned,2015,Carbon intensity (tonnes of CO2 per tonne of steel),,1.988,1.998,1.905,1.925,1.944,1.963,1.983,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/10/2020,12/08/2020,No or unsuitable disclosure,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/09/2019,12/07/2019,No or unsuitable disclosure,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/07/2018,02/07/2018,No or unsuitable disclosure,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),Power Assets has not disclosed a quantitative target to reduce its emissions which TPI can use to estimate future carbon performance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/06/2017,05/05/2017,No or unsuitable disclosure,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Press Metal,Malaysia,MYS,Aluminium,No,large,MYL8869OO009,BF0J5S4,01/02/2021,23/12/2020,No or unsuitable disclosure,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Press Metal,Malaysia,MYS,Aluminium,No,large,MYL8869OO009,BF0J5S4,01/02/2020,20/12/2019,No or unsuitable disclosure,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Press Metal,Malaysia,MYS,Aluminium,No,large,MYL8869OO009,BF0J5S4,01/02/2019,14/12/2018,No or unsuitable disclosure,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/10/2020,12/08/2020,Below 2 Degrees,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has not disclosed sufficient data on quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,0.228737801,0.21291196,0.224288914,0.217114943,0.210111235,0.203107527,0.19610382,0.189100112,0.182096404,0.175092696,0.168088988,0.16108528,0.154081573,0.147077865,0.140074157,0.133070449,0.126066741,0.119063033,0.112059325,0.105055618,0.09805191,0.091048202,0.084044494,0.077040786,0.070037078,0.063033371,0.056029663,0.049025955,0.042022247,0.035018539,0.028014831,0.021011124,0.014007416,0.007003708,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/09/2019,02/08/2019,2 Degrees,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has not disclosed sufficient data on quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,0.25,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/06/2017,05/05/2017,Paris Pledges,2014,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.276,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAMCO,Qatar,QAT,Aluminium,No,medium,QA000M2522L9,BH4NZS6,01/02/2021,23/12/2020,Not Aligned,2016,Carbon intensity (tCO2e / t aluminium),TPI has not made any further assumptions in order to project this company's Carbon Performance for aluminium smelting. In order to estimate the emissions intensity associated with the alumina used by QAMCO in its operations TPI assumes that Norsk Hydro’s alumina refining intensity is a sufficiently accurate proxy for Scope 3 upstream emissions resulting from the company’s purchased alumina.,8.588,8.799,8.686,9.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAMCO,Qatar,QAT,Aluminium,No,medium,QA000M2522L9,BH4NZS6,01/02/2020,20/12/2019,Not Assessed,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qantas,Australia,AUS,Airlines,Yes,large,AU000000QAN2,6710347,01/12/2020,23/10/2020,Not Aligned,2019,Carbon intensity (gCO2 / RTK),"The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,970.0,960.0,960.0,943.0,918.0,962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qantas,Australia,AUS,Airlines,Yes,large,AU000000QAN2,6710347,01/12/2019,07/11/2019,Not Aligned,2018,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,662.0,651.0,651.0,636.0,622.0,602.0,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qantas,Australia,AUS,Airlines,Yes,large,AU000000QAN2,6710347,01/02/2019,04/01/2019,International Pledges,2017,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,104.0,101.0,101.0,98.0,95.0,92.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qassim Cement,Saudi Arabia,SAU,Cement,No,medium,SA0007879493,B136WG1,01/02/2021,23/12/2020,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"The company has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,DE0007037129,4768962,01/10/2020,12/08/2020,Below 2 Degrees,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.76,0.752,0.715,0.713,0.677,0.684,0.575,0.549,0.524,0.498,0.472,0.446,0.421,0.395,0.369,0.343,0.318,0.292,0.263,0.234,0.204,0.175,0.146,0.117,0.088,0.058,0.029,0.0,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,DE0007037129,4768962,01/09/2019,12/07/2019,Not Aligned,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.76,0.752,0.715,0.713,0.677,0.684,0.669,0.653,0.638,0.623,0.608,0.592,0.577,0.562,0.547,0.531,0.516,0.501,,,,,,,,,,,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,DE0007037129,4768962,01/07/2018,02/07/2018,Not Aligned,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),RWE has set a target to reduce its emissions intensity. TPI has not adjusted this target.,0.766,0.745,0.708,0.686,0.655,0.643,0.632,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/10/2020,12/08/2020,Not Assessed,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/09/2019,02/08/2019,Not Assessed,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Industries,India,IND,Oil & Gas,Yes,large,INE002A01018,6099626,01/10/2020,12/08/2020,No or unsuitable disclosure,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Industries,India,IND,Oil & Gas,Yes,large,INE002A01018,6099626,01/09/2019,12/07/2019,No or unsuitable disclosure,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Steel & Aluminium (Aluminium),United States of America,USA,Aluminium,No,small,US7595091023,2729068,01/02/2021,23/12/2020,Not Assessed,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Steel & Aluminium (Steel),United States of America,USA,Steel,No,small,US7595091023,2729068,01/02/2021,23/12/2020,Not Assessed,,Carbon intensity (tonnes of CO2 per tonne of steel),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/12/2020,23/10/2020,Paris Pledges,2019,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"For this company, TPI has assumed that both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target. TPI has also assumed that the average emissions intensities of both passenger cars and light commercial vehicles fall by equal proportions in meeting the company’s well-to-wheel target.",132.0,131.0,126.0,123.0,125.0,124.0,125.0,120.0,115.0,109.0,106.0,103.0,100.0,97.0,94.0,91.0,88.0,85.0,,,,,,,,,,,,,,,,,,,,
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/12/2019,07/11/2019,Paris Pledges,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Renault has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- Both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.
- The average emissions intensity of both passenger cars and ligh commercial vehicles fall by equal proportions in meeting the company’s well-to-wheel target.",132.1,131.1,126.2,123.0,124.9,124.0,120.358352803738,116.716705607477,113.075058411215,109.433411214953,106.411109813084,103.388808411215,100.366507009346,97.3442056074767,94.3219042056075,91.2996028037383,88.2773014018692,85.255,,,,,,,,,,,,,,,,,,,,
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/11/2018,12/10/2018,Paris Pledges,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Renault has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- The company’s vehicle lifecycle emissions reduction target applies in equal proportion to tank-to-wheel emissions and its other components.",135.0,131.0,126.0,123.0,125.0,122.0,119.0,116.0,113.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/02/2018,14/02/2018,Paris Pledges,2015,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),,137.0,132.0,127.0,124.0,122.0,119.0,117.0,114.0,112.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repsol,Spain,ESP,Oil & Gas,Yes,large,ES0173516115,5669354,01/10/2020,12/08/2020,Paris Pledges,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,75.22,74.5,74.16,72.04,71.92,71.79,71.67,71.55,71.42,71.3,70.51,69.72,68.92,68.13,67.34,66.55,65.75,64.96,64.17,63.38,62.58,61.79,61.0,60.21,59.41,57.04,54.66,52.28,49.9,47.52,45.15,42.77,40.39,38.01,35.6350305699353
Repsol,Spain,ESP,Oil & Gas,Yes,large,ES0173516115,5669354,01/09/2019,12/07/2019,,2018,Emissions intensity (gCO2e / MJ),,,,,75.04,74.34,73.98,73.91,73.8307,73.13,72.43,71.72,71.02,70.32,69.61,68.91,68.21,67.51,66.8,66.1,65.4,64.69,63.99,63.29,62.59,61.88,61.18,60.48,59.77,,,,,,,,,,
Rio Tinto (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000RIO1,6220103,01/02/2021,23/12/2020,Below 2 Degrees,2019,Carbon intensity (tCO2e / t aluminium),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,,,,,,5.235,5.436,5.261,5.086,4.91,4.735,4.56,4.384,4.209,4.033,3.858,3.683,3.507,3.332,3.157,2.981,2.806,2.63,2.455,2.28,2.104,1.929,1.754,1.578,1.403,1.228,1.052,0.877,0.701,0.526,0.351,0.175,0.0
Rio Tinto (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000RIO1,6220103,01/02/2020,20/12/2019,Not Aligned,2018,Carbon intensity (tCO2e / t aluminium),"TPI has not made any further assumptions in order to project this companyís Carbon Performance. The company discloses emissions targets, but these refer to the company as a whole and not to aluminium activities specifically.",,,,,,5.235415237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Tinto (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000RIO1,6220103,01/02/2019,17/12/2018,Not Aligned,2017,Carbon intensity (tCO2e / t aluminium),"Emissions from bauxite mining were assumed to be negligibly small compared to alumina refining and aluminium smelting emissions. All of the company's produced alumina is assumed to be smelted into aluminium by the company itself.
Rio Tinto discloses emissions targets, but these refer to the company as a whole and not to aluminium activities specifically.",,5.71,5.18,4.8,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Tinto (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,AU000000RIO1,6220103,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its emissions intenisty. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,73.083,73.594,72.841,77.662,77.759,77.616,77.473,77.33,77.187,77.044,76.901,76.758,76.615,76.472,76.329,76.174,76.02,75.865,75.711,75.556,75.402,75.247,75.093,74.938,74.784,74.629,74.475,74.32,74.166,74.011,73.857,73.702,73.548,73.393,73.239
Rio Tinto (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,AU000000RIO1,6220103,01/10/2020,12/08/2020,Not Aligned,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its emissions intenisty. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,73.08,73.59,72.84,77.66,77.54,77.42,77.3,77.18,77.06,76.93,76.81,76.69,76.57,76.45,76.33,76.17,76.02,75.87,75.71,75.56,75.4,75.25,75.09,74.94,74.78,74.63,74.47,74.32,74.17,74.01,73.86,73.7,73.55,73.39,73.24
Rosneft Oil,Russia,RUS,Oil & Gas,Yes,large,RU000A0J2Q06,B59SS16,01/10/2020,12/08/2020,Not Aligned,2019,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,77.14,77.04,76.62,76.27,76.58,76.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosneft Oil,Russia,RUS,Oil & Gas,Yes,large,RU000A0J2Q06,B59SS16,01/09/2019,12/07/2019,Not Aligned,2018,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,,,77.011,76.723,76.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Dutch Shell,United Kingdom,GBR,Oil & Gas,Yes,large,GB00B03MM408,B03MM40,01/10/2020,12/08/2020,Paris Pledges,2019,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,71.44,71.64,72.33,71.03,69.72,69,67.55,66.09,64.63,63.17,61.72,60.26,58.8,57.34,55.89,54.43,52.97,51.51,50.06,48.39,46.72,45.05,43.38,41.71,40.04,38.38,36.71,35.04,33.37,31.7,30.03,28.36,26.7,25.0275513574705
Royal Dutch Shell,United Kingdom,GBR,Oil & Gas,Yes,large,GB00B03MM408,B03MM40,01/09/2019,12/07/2019,Paris Pledges,2018,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,71.423,71.268,70.755,70.242,69.73,68.815,67.9,66.985,66.07,65.156,64.241,63.326,62.411,61.496,60.581,59.667,58.752,57.837,56.922,55.499,54.076,52.653,51.23,49.807,48.384,46.961,45.538,44.115,42.692,41.269,39.846,38.422,36.999,35.576
SAIC motor,China,CHN,Autos,Yes,large,CNE000000TY6,BP3R2D9,01/12/2020,23/10/2020,Not Aligned,2019,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"SAIC Motors has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",170.0,167.0,163.0,157.0,150.0,148.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIC motor,China,CHN,Autos,Yes,large,CNE000000TY6,BP3R2D9,01/12/2019,07/11/2019,Not Aligned,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"SAIC Motors has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",170.091779143999,167.252090978434,162.521644804566,157.252566950509,150.266909460982,148.395923470928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK Innovation,South Korea,KOR,Oil & Gas,Yes,large,KR7096770003,B232R05,01/10/2020,12/08/2020,No or unsuitable disclosure,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK Innovation,South Korea,KOR,Oil & Gas,Yes,large,KR7096770003,B232R05,01/09/2019,12/07/2019,No or unsuitable disclosure,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSAB,Sweden,SWE,Steel,Yes,small,SE0000171100,B17H0S8,01/02/2021,23/12/2020,Paris Pledges,2019,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s crude steel production grows according to the global growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",1.4,1.33,1.39,1.39,1.38,1.36,1.41,1.366,1.323,1.279,1.236,1.192,1.148,1.105,1.061,1.018,0.974,0.931,0.887,0.843,,,,,,,,,,,,,,,,,,
SSAB,Sweden,SWE,Steel,Yes,small,SE0000171100,B17H0S8,01/02/2020,20/12/2019,Below 2 Degrees,2018,Carbon intensity (tonnes of CO2 per tonne of steel),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,1.4,1.33,1.39,1.39,1.38,1.36,1.30962963,1.259259259,1.208888889,1.158518519,1.108148148,1.057777778,1.007407407,0.957037037,0.906666667,0.856296296,0.805925926,0.755555556,,,,,,,,,,,,,,,,,,,,
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/10/2020,12/08/2020,Paris Pledges,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.576,0.474,0.397,0.302,0.305,0.284,0.288,0.273,0.257,0.242,0.227,0.212,0.196,0.181,0.166,0.151,0.135,0.12,,,,,,,,,,,,,,,,,,,,
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/09/2019,12/07/2019,Below 2 Degrees,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.576,0.474,0.397,0.302,0.305,0.284,0.273,0.262,0.251,0.239,0.228,0.217,0.206,0.195,0.184,0.172,0.161,0.15,,,,,,,,,,,,,,,,,,,,
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/07/2018,02/07/2018,Below 2 Degrees,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),SSE has set a target to reduce its emissions intensity. TPI has not adjusted this target.,0.662,0.474,0.397,0.304,0.293,0.282,0.271,0.26,0.249,0.238,0.227,0.216,0.205,0.194,0.183,0.172,0.161,0.15,,,,,,,,,,,,,,,,,,,,
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/06/2017,05/05/2017,Paris Pledges,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.57,0.471,0.395,0.376,0.357,0.338,0.319,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santos,Australia,AUS,Oil & Gas,Yes,large,AU000000STO6,6776703,01/10/2020,12/08/2020,Not Aligned,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,73.7,71.08,73.14,73.57,72.26,71.87,71.48,71.09,70.7,70.31,69.92,69.53,69.14,68.75,68.36,67.97,67.58,67.19,66.8,66.41,66.02,65.63,65.24,64.85,64.46,64.07,63.68,63.29,62.9,62.51,62.12,61.73,61.34,60.95,60.56,60.17,59.7770490860771
Sappi,South Africa,ZAF,Paper,No,medium,ZAE000006284,6777007,01/02/2021,23/12/2020,Not Aligned,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",We assume that the base year for the company’s target is the latest year for which an intensity is disclosed (2019).,0.96,0.94,0.94,0.97,0.93,0.93,0.94,0.906,0.873,0.839,0.805,0.771,0.738,,,,,,,,,,,,,,,,,,,,,,,,,
Sappi,South Africa,ZAF,Paper,No,medium,ZAE000006284,6777007,01/02/2020,20/12/2019,Not Aligned,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this companyís Carbon Performance.,0.959590374,0.94,0.92,0.95,0.91,0.91,0.894767254,0.879534508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sappi,South Africa,ZAF,Paper,No,medium,ZAE000006284,6777007,01/11/2018,09/10/2018,Not Aligned,2017,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",Sappi has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,0.91,0.89,0.88,0.9,0.86,0.84,0.81,0.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sappi,South Africa,ZAF,Paper,No,medium,ZAE000006284,6777007,01/02/2018,14/02/2018,Not Aligned,2016,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,0.82,0.8,0.8,0.8,0.798,0.796,0.794,0.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasol (Oil & Gas),South Africa,ZAF,Oil & Gas,Yes,large,ZAE000006896,6777450,01/10/2020,12/08/2020,Not Aligned,2017,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,78.94,80.44,80.31,80.19,80.07,79.95,79.83,79.7,79.58,79.46,79.34,79.22,79.1,78.97,79.1,,,,,,,,,,,,,,,,,,,,
Saudi Aramco,Saudi Arabia,SAU,Oil & Gas,Yes,large,SA14TG012N13,BJTM270,01/10/2020,12/08/2020,Not Aligned,2018,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,,,,,72.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Cement,Saudi Arabia,SAU,Cement,No,medium,SA0007879469,B132HD1,01/02/2021,23/12/2020,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"The company has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
