Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,Benchmark ID,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Portland General Electric,United States of America,USA,Electricity Utilities,No,small,US7365088472,B125XQ6,01/10/2020,12/08/2020,Not Aligned,Electricity Utilities_01/10/2020,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses emissions targets using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,,0.44,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Posco,South Korea,KOR,Steel,Yes,large,KR7005490008,6693233,01/02/2021,23/12/2020,Below 2 Degrees,Steel_01/02/2021,2019,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",1.99,2.0,1.91,1.88,1.9,1.92,2.11,2.058,2.005,1.953,1.9,1.848,1.796,1.743,1.691,1.639,1.586,1.534,1.468,1.402,1.336,1.271,1.205,1.139,1.073,1.008,0.942,0.876,0.789,0.701,0.613,0.526,0.438,0.35,0.263,0.175,0.088,0.0
Posco,South Korea,KOR,Steel,Yes,large,KR7005490008,6693233,01/02/2020,20/12/2019,Not Aligned,Steel_01/02/2020,2018,Carbon intensity (tonnes of CO2 per tonne of steel),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,1.99,2.0,1.91,1.88,1.9,1.92,1.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Posco,South Korea,KOR,Steel,Yes,large,KR7005490008,6693233,01/09/2018,18/09/2018,Not Aligned,Steel_01/09/2018,2016,Carbon intensity (tonnes of CO2 per tonne of steel),Posco has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,2.05,2.0,1.91,1.88,1.91,1.94,1.97,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Posco,South Korea,KOR,Steel,Yes,large,KR7005490008,6693233,01/09/2017,14/09/2017,Not Aligned,Steel_01/11/2017,2015,Carbon intensity (tonnes of CO2 per tonne of steel),,1.988,1.998,1.905,1.925,1.944,1.963,1.983,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/11/2021,05/08/2021,No or unsuitable disclosure,Electricity Utilities_01/11/2021,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/10/2020,12/08/2020,No or unsuitable disclosure,Electricity Utilities_01/10/2020,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/09/2019,12/07/2019,No or unsuitable disclosure,Electricity Utilities_01/09/2019,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/07/2018,02/07/2018,No or unsuitable disclosure,Electricity Utilities_01/07/2018,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),Power Assets has not disclosed a quantitative target to reduce its emissions which TPI can use to estimate future carbon performance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/06/2017,05/05/2017,No or unsuitable disclosure,Electricity Utilities_01/07/2017,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Grid Corp of India,India,IND,Electricity Utilities,No,large,INE752E01010,B233HS6,01/11/2021,05/08/2021,Not assessed,Electricity Utilities_01/11/2021,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Press Metal,Malaysia,MYS,Aluminium,No,large,MYL8869OO009,BF0J5S4,01/02/2021,23/12/2020,No or unsuitable disclosure,Aluminium_01/02/2021,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Press Metal,Malaysia,MYS,Aluminium,No,large,MYL8869OO009,BF0J5S4,01/02/2020,20/12/2019,No or unsuitable disclosure,Aluminium_01/02/2020,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Press Metal,Malaysia,MYS,Aluminium,No,large,MYL8869OO009,BF0J5S4,01/02/2019,14/12/2018,No or unsuitable disclosure,Aluminium_01/02/2019,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/11/2021,05/08/2021,1.5 Degrees,Electricity Utilities_01/11/2021,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,0.230425198,0.212735075,0.224074897,0.217271004,0.197519094,0.177767185,0.158015275,0.138263366,0.118511457,0.098759547,0.079007638,0.059255728,0.039503819,0.019751909,0.0,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/10/2020,12/08/2020,Below 2 Degrees,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has not disclosed sufficient data on quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,0.228737801,0.21291196,0.224288914,0.217114943,0.210111235,0.203107527,0.19610382,0.189100112,0.182096404,0.175092696,0.168088988,0.16108528,0.154081573,0.147077865,0.140074157,0.133070449,0.126066741,0.119063033,0.112059325,0.105055618,0.09805191,0.091048202,0.084044494,0.077040786,0.070037078,0.063033371,0.056029663,0.049025955,0.042022247,0.035018539,0.028014831,0.021011124,0.014007416,0.007003708,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/09/2019,02/08/2019,2 Degrees,Electricity Utilities_01/09/2019,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has not disclosed sufficient data on quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,0.25,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/06/2017,05/05/2017,Paris Pledges,Electricity Utilities_01/07/2017,2014,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.276,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAMCO,Qatar,QAT,Aluminium,No,medium,QA000M2522L9,BH4NZS6,01/02/2021,23/12/2020,Not Aligned,Aluminium_01/02/2021,2016,Carbon intensity (tCO2e / t aluminium),TPI has not made any further assumptions in order to project this company's Carbon Performance for aluminium smelting. In order to estimate the emissions intensity associated with the alumina used by QAMCO in its operations TPI assumes that Norsk Hydro’s alumina refining intensity is a sufficiently accurate proxy for Scope 3 upstream emissions resulting from the company’s purchased alumina.,8.588,8.799,8.686,9.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAMCO,Qatar,QAT,Aluminium,No,medium,QA000M2522L9,BH4NZS6,01/02/2020,20/12/2019,Not Assessed,Aluminium_01/02/2020,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qantas,Australia,AUS,Airlines,Yes,large,AU000000QAN2,6710347,01/12/2020,23/10/2020,Not Aligned,Airlines_01/12/2020,2019,Carbon intensity (gCO2 / RTK),"The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,970.0,960.0,960.0,943.0,918.0,962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qantas,Australia,AUS,Airlines,Yes,large,AU000000QAN2,6710347,01/12/2019,07/11/2019,Not Aligned,Airlines_01/12/2019,2018,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,662.0,651.0,651.0,636.0,622.0,602.0,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qantas,Australia,AUS,Airlines,Yes,large,AU000000QAN2,6710347,01/02/2019,04/01/2019,International Pledges,Airlines_01/02/2019,2017,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,104.0,101.0,101.0,98.0,95.0,92.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qassim Cement,Saudi Arabia,SAU,Cement,No,medium,SA0007879493,B136WG1,01/02/2021,23/12/2020,No or unsuitable disclosure,Cement_01/02/2021,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"The company has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,"DE0007037129, DE0007037145","4768962, 4769147",01/11/2021,05/08/2021,1.5 Degrees,Electricity Utilities_01/11/2021,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.751,0.745,0.715,0.713,0.677,0.684,0.599,0.47,0.452320854,0.434641709,0.416962563,0.399283418,0.381604272,0.363925127,0.346245981,0.328566836,0.31088769,0.293208544,0.26388769,0.234566836,0.205245981,0.175925127,0.146604272,0.117283418,0.087962563,0.058641709,0.029320854,0.0,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,"DE0007037129, DE0007037145","4768962, 4769147",01/10/2020,12/08/2020,Below 2 Degrees,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.76,0.752,0.715,0.713,0.677,0.684,0.575,0.549,0.524,0.498,0.472,0.446,0.421,0.395,0.369,0.343,0.318,0.292,0.263,0.234,0.204,0.175,0.146,0.117,0.088,0.058,0.029,0.0,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,"DE0007037129, DE0007037145","4768962, 4769147",01/09/2019,12/07/2019,Not Aligned,Electricity Utilities_01/09/2019,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.76,0.752,0.715,0.713,0.677,0.684,0.669,0.653,0.638,0.623,0.608,0.592,0.577,0.562,0.547,0.531,0.516,0.501,,,,,,,,,,,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,"DE0007037129, DE0007037145","4768962, 4769147",01/07/2018,02/07/2018,Not Aligned,Electricity Utilities_01/07/2018,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),RWE has set a target to reduce its emissions intensity. TPI has not adjusted this target.,0.766,0.745,0.708,0.686,0.655,0.643,0.632,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/11/2021,05/08/2021,Not assessed,Electricity Utilities_01/11/2021,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/10/2020,12/08/2020,Not Assessed,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/09/2019,02/08/2019,Not Assessed,Electricity Utilities_01/09/2019,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Industries,India,IND,Oil & Gas,Yes,large,"INE002A01018, US7594701077, IN9002A01032","6099626, B16CYP9, BMFB937",01/11/2021,05/08/2021,No or unsuitable disclosure,Oil & Gas_01/11/2021,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Industries,India,IND,Oil & Gas,Yes,large,"INE002A01018, US7594701077, IN9002A01032","6099626, B16CYP9, BMFB937",01/10/2020,12/08/2020,No or unsuitable disclosure,Oil & Gas_01/10/2020,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Industries,India,IND,Oil & Gas,Yes,large,"INE002A01018, US7594701077, IN9002A01032","6099626, B16CYP9, BMFB937",01/09/2019,12/07/2019,No or unsuitable disclosure,Oil & Gas_01/09/2019,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Steel & Aluminium (Aluminium),United States of America,USA,Aluminium,No,small,US7595091023,2729068,01/02/2021,23/12/2020,Not Assessed,Aluminium_01/02/2021,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Steel & Aluminium (Steel),United States of America,USA,Steel,No,small,US7595091023,2729068,01/02/2021,23/12/2020,Not Assessed,Steel_01/02/2021,,Carbon intensity (tonnes of CO2 per tonne of steel),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/12/2020,23/10/2020,Paris Pledges,Autos_01/12/2020,2019,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"For this company, TPI has assumed that both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target. TPI has also assumed that the average emissions intensities of both passenger cars and light commercial vehicles fall by equal proportions in meeting the company’s well-to-wheel target.",132.0,131.0,126.0,123.0,125.0,124.0,125.0,120.0,115.0,109.0,106.0,103.0,100.0,97.0,94.0,91.0,88.0,85.0,,,,,,,,,,,,,,,,,,,,
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/12/2019,07/11/2019,Paris Pledges,Autos_01/12/2019,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Renault has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- Both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.
- The average emissions intensity of both passenger cars and ligh commercial vehicles fall by equal proportions in meeting the company’s well-to-wheel target.",132.1,131.1,126.2,123.0,124.9,124.0,120.358352803738,116.716705607477,113.075058411215,109.433411214953,106.411109813084,103.388808411215,100.366507009346,97.3442056074767,94.3219042056075,91.2996028037383,88.2773014018692,85.255,,,,,,,,,,,,,,,,,,,,
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/11/2018,12/10/2018,Paris Pledges,Autos_01/11/2018,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Renault has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- The company’s vehicle lifecycle emissions reduction target applies in equal proportion to tank-to-wheel emissions and its other components.",135.0,131.0,126.0,123.0,125.0,122.0,119.0,116.0,113.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/02/2018,14/02/2018,Paris Pledges,Autos_01/02/2018,2015,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),,137.0,132.0,127.0,124.0,122.0,119.0,117.0,114.0,112.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repsol,Spain,ESP,Oil & Gas,Yes,large,ES0173516115,5669354,01/11/2021,05/08/2021,National Pledges,Oil & Gas_01/11/2021,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. The company’s Scope 3 target is based on a fossil fuel equivalence approach  (see TPI’s Q&A document for a brief definition).",,,,75.22453946,74.50435612,74.16496968,72.03982948,71.58085932,71.29371295,71.00656658,70.71942022,70.43227385,70.14512748,69.012042,67.87895651,66.74587103,65.61278555,64.47970006,63.39019479,62.30068951,61.21118424,60.12167897,59.03217369,57.94266842,56.85316315,55.76365787,54.6741526,53.58464733,51.40563678,49.22662624,47.04761569,44.86860514,42.6895946,40.51058405,38.3315735,36.15256296,33.97355241,31.79454186
Repsol,Spain,ESP,Oil & Gas,Yes,large,ES0173516115,5669354,01/10/2020,12/08/2020,Paris Pledges,Oil & Gas_01/10/2020,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,75.22,74.5,74.16,72.04,71.92,71.79,71.67,71.55,71.42,71.3,70.51,69.72,68.92,68.13,67.34,66.55,65.75,64.96,64.17,63.38,62.58,61.79,61.0,60.21,59.41,57.04,54.66,52.28,49.9,47.52,45.15,42.77,40.39,38.01,35.6350305699353
Repsol,Spain,ESP,Oil & Gas,Yes,large,ES0173516115,5669354,01/09/2019,12/07/2019,,Oil & Gas_01/09/2019,2018,Emissions intensity (gCO2e / MJ),,,,,75.04,74.34,73.98,73.91,73.8307,73.13,72.43,71.72,71.02,70.32,69.61,68.91,68.21,67.51,66.8,66.1,65.4,64.69,63.99,63.29,62.59,61.88,61.18,60.48,59.77,,,,,,,,,,
Rio Tinto (Aluminium),Australia,AUS,Aluminium,Yes,large,not found,not found,01/02/2021,23/12/2020,Below 2 Degrees,Aluminium_01/02/2021,2019,Carbon intensity (tCO2e / t aluminium),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,,,,,,5.235,5.436,5.261,5.086,4.91,4.735,4.56,4.384,4.209,4.033,3.858,3.683,3.507,3.332,3.157,2.981,2.806,2.63,2.455,2.28,2.104,1.929,1.754,1.578,1.403,1.228,1.052,0.877,0.701,0.526,0.351,0.175,0.0
Rio Tinto (Aluminium),Australia,AUS,Aluminium,Yes,large,not found,not found,01/02/2020,20/12/2019,Not Aligned,Aluminium_01/02/2020,2018,Carbon intensity (tCO2e / t aluminium),"TPI has not made any further assumptions in order to project this companyís Carbon Performance. The company discloses emissions targets, but these refer to the company as a whole and not to aluminium activities specifically.",,,,,,5.235415237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Tinto (Aluminium),Australia,AUS,Aluminium,Yes,large,not found,not found,01/02/2019,17/12/2018,Not Aligned,Aluminium_01/02/2019,2017,Carbon intensity (tCO2e / t aluminium),"Emissions from bauxite mining were assumed to be negligibly small compared to alumina refining and aluminium smelting emissions. All of the company's produced alumina is assumed to be smelted into aluminium by the company itself.
Rio Tinto discloses emissions targets, but these refer to the company as a whole and not to aluminium activities specifically.",,5.71,5.18,4.8,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Tinto (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,not found,not found,01/02/2021,23/12/2020,Not Aligned,Diversified Mining_01/02/2021,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its emissions intenisty. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,73.083,73.594,72.841,77.662,77.759,77.616,77.473,77.33,77.187,77.044,76.901,76.758,76.615,76.472,76.329,76.174,76.02,75.865,75.711,75.556,75.402,75.247,75.093,74.938,74.784,74.629,74.475,74.32,74.166,74.011,73.857,73.702,73.548,73.393,73.239
Rio Tinto (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,not found,not found,01/10/2020,12/08/2020,Not Aligned,Diversified Mining_01/10/2020,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its emissions intenisty. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,73.08,73.59,72.84,77.66,77.54,77.42,77.3,77.18,77.06,76.93,76.81,76.69,76.57,76.45,76.33,76.17,76.02,75.87,75.71,75.56,75.4,75.25,75.09,74.94,74.78,74.63,74.47,74.32,74.17,74.01,73.86,73.7,73.55,73.39,73.24
Rosneft Oil,Russia,RUS,Oil & Gas,Yes,large,"RU000A0J2Q06, US67812M2070","B59SS16, B17FSC2",01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. The company has set another target to reduce its emissions intensity, but it could not be included in this assessment as it was not possible to make it consistent with TPI’s methodology.",,77.14248653,77.03865238,76.6166571,76.27334523,76.58035249,76.72341132,76.62801759,76.53262385,76.43723012,76.34183638,76.24644265,76.15104891,76.05565518,75.96026144,75.86486771,75.76947397,75.67408024,75.5786865,75.48329277,75.38789903,75.29250529,75.19711156,,,,,,,,,,,,,,,
Rosneft Oil,Russia,RUS,Oil & Gas,Yes,large,"RU000A0J2Q06, US67812M2070","B59SS16, B17FSC2",01/10/2020,12/08/2020,Not Aligned,Oil & Gas_01/10/2020,2019,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,77.14,77.04,76.62,76.27,76.58,76.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosneft Oil,Russia,RUS,Oil & Gas,Yes,large,"RU000A0J2Q06, US67812M2070","B59SS16, B17FSC2",01/09/2019,12/07/2019,Not Aligned,Oil & Gas_01/09/2019,2018,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,,,77.011,76.723,76.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Dutch Shell,United Kingdom,GBR,Oil & Gas,Yes,large,"GB00B03MM408, GB00B03MLX29","B03MM40, B03MLX2, B09CBL4",01/11/2021,05/08/2021,National Pledges,Oil & Gas_01/11/2021,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. The company’s Scope 3 target is based on a fossil fuel equivalence approach. The company has set further targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology  (see TPI’s Q&A document for a brief definition).",,,,70.54708912,70.65742171,70.94640898,71.01101726,69.09087735,68.61424182,68.13760629,65.66629414,64.35498566,63.04367717,61.73236869,60.4210602,59.10975172,57.79844323,56.48713475,55.07495638,53.66277801,52.25059964,50.83842127,49.4262429,47.77870147,46.13116004,44.48361861,42.83607718,41.18853575,39.54099432,37.89345289,36.24591146,34.59837003,32.9508286,31.30328717,29.65574574,28.00820431,26.36066288,24.71312145
Royal Dutch Shell,United Kingdom,GBR,Oil & Gas,Yes,large,"GB00B03MM408, GB00B03MLX29","B03MM40, B03MLX2, B09CBL4",01/10/2020,12/08/2020,Paris Pledges,Oil & Gas_01/10/2020,2019,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,71.44,71.64,72.33,71.03,69.72,69,67.55,66.09,64.63,63.17,61.72,60.26,58.8,57.34,55.89,54.43,52.97,51.51,50.06,48.39,46.72,45.05,43.38,41.71,40.04,38.38,36.71,35.04,33.37,31.7,30.03,28.36,26.7,25.0275513574705
